Spindle_Speed_rpm,Feed_mm_per_rev,Depth_of_Cut_mm,Machining_Length_mm,Machining_Time_sec,Operation,Material,Tool_Type
2032.0,0.213,1.779,127.0,17.662,Turning,Brass,HSS
2869.0,0.247,2.89,151.0,19.103,Milling,Mild Steel,HSS
2759.0,0.404,2.357,151.0,8.209,Turning,Cast Iron,HSS
720.0,0.296,1.975,44.0,24.576,Turning,Cast Iron,Carbide
1944.0,0.223,1.809,87.0,21.465,Milling,Cast Iron,HSS
1548.0,0.345,0.425,259.0,43.777,Milling,Cast Iron,HSS
2058.0,0.132,0.977,249.0,50.948,Turning,Mild Steel,Carbine
540.0,0.342,2.9,0.0,6.410325908252801,Mulling,Mild Steel,Carbide
1199.0,,2.828,209.0,104.045,Turning,Mild Steel,HSS
1992.0,0.146,2.277,144.0,25.689,Turning,Mild Steel,Carbide
2552.0,0.144,2.04,85.0,12.978,Turning,Brass,Carbide
900.0,0.484,2.014,157.0,17.027,Milling,Mild Steel,Carbide
1210.0,0.11,2.199,151.0,76.774,Milling,Mild Steel,Coated Carbide
1576.0,0.065,1.763,201.0,78.94,Turning,Mild Steel,Coated Carbide
2208.0,0.44,2.764,279.0,25.622,Turnifg,Cast Irog,HSS
2507.0,0.228,1.651,131.0,13.844,Turning,Brass,Coated Carbide
2227.0,0.097,1.163,119.0,45.775,Turning,Mild Steel,HSS
969.0,0.08,0.958,44.0,72.514,Milling,Cast Iron,Coated Carbide
1115.0,0.461,2.789,124.0,15.267,Milling,Mild Steel,Carbide
2572.0,0.501,0.282,31.0,7.421,Turning,Brass,HSS
2505.0,0.444,2.536,84.0,7.542,Turning,Mild Steel,HSS
2781.0,0.291,1.221,43.0,5.085,Turning,Cast Iron,Carbide
2563.0,0.394,1.59,50.0,6.912,Turning,Brass,Coated Carbide
1922.0,0.354,1.249,262.0,37.154,Milling,Cast Iron,HSS
1052.0,0.092,0.562,10.0,14.465,Turning,Cast Iron,Carbide
2467.0,0.22,0.768,283.0,33.176,Milling,Mild Steel,koated Carbide
2660.0,0.47,1.591,300.0,13.485,Turning,Brass,Coated Carbide
1517.0,0.25,1.369,66.0,6.924,Turning,Mild Steel,HSS
768.0,0.136,2.519,178.0,100.75,Milling,Brass,HSS
2174.0,0.064,1.531,201.0,116.958,Milling,Mild Steel,Carbide
2795.0,0.116,2.429,167.0,41.411,Milling,Brass,Coated Carbide
2521.0,0.298,1.691,273.0,20.119,Milling,Mild Steel,Coated Catbide
2046.0,0.44,2.454,255.0,21.017,Turning,Cast Iron,HSS
1304.0,0.293,1.887,265.0,,Turning,Mild Steel,Coated Carbide
1330.0,0.324,1.422,175.0,23.659,Turning,Mild Steel,HSS
1145.0,0.467,1.58,165.0,20.805,Milling,Brass,Carbide
1218.0,0.222,0.874,124.0,33.75,Milling,Brass,Carbide
2709.0,0.088,0.459,296.0,86.913,Milling,Brass,Carbide
1510.0,0.241,2.762,196.0,28.206,Turning,Mild Steel,Carbide
2592.0,0.319,1.309,60.0,9.371,Millino,Mild Steel,Coated Carbide
651.0,0.405,2.747,40.0,10.114,Milling,Cast Iron,Carbide
2785.0,0.417,0.37,154.0,4.265,Milling,,Coated Carbide
,0.143,2.878,0.0,7.841757020433568,Turning,Cast Iron,Carbide
763.0,0.204,1.052,223.0,64.687,Milling,Brass,Carbide
2768.0,0.385,0.302,76.0,10.402,Milling,Mild Steel,Coated Carbide
956.0,0.343,0.944,98.0,14.029,Turning,Brass,Carbide
1444.0,0.263,2.945,237.0,38.454,Milling,Brass,Carbide
1543.0,0.132,2.315,175.0,61.429,Turning,Cast Iron,HSS
2797.0,0.204,2.383,,27.62,Milling,Brass,Carbide
1013.0,0.318,1.436,,13.427,Turning,Brass,
1598.0,0.224,0.655,114.0,30.467,Milling,Mild Steel,Coated Carbide
638.0,0.217,0.437,12.0,11.081,Milling,Brass,Coated Carbide
1681.0,0.376,1.853,152.0,22.134,Milling,Mild Steel,Carbide
2125.0,0.47,,139.0,4.689,Milling,Brass,Carbide
1350.0,0.383,1.922,199.0,24.764,Milling,,HSS
2205.0,0.148,2.449,247.0,43.768,Milling,Brass,
1693.0,0.346,1.165,258.0,,Turning,Mild Steel,uSS
2618.0,0.264,0.601,31.0,8.524,Milling,Cast Iron,HSS
718.0,0.24,0.392,0.0,5.743919472081994,Milling,Cast Iron,HSS
2720.0,0.368,0.629,148.0,11.285,Turning,Brass,Coated Carbide
1092.0,0.435,1.883,148.0,14.392,Tucning,Brass,Carbide
2672.0,0.405,0.659,228.0,16.6,Turning,Brass,Coated Carbide
2478.0,0.122,,79.0,28.025,Milling,Cast Iron,Coated Carbide
2389.0,0.317,2.506,80.0,9.235,Milling,Cast Iron,HSS
2914.0,0.206,1.969,142.0,11.059,Turning,Brass,Carbide
2792.0,0.052,0.533,55.0,22.902,Milling,Cast Iron,Coattd Carbide
857.0,0.427,2.543,84.0,17.581,Milling,Mild Steel,Carbide
497.0,0.426,2.756,209.0,45.039,Turning,Mild Steel,Coated Carbide
1471.0,0.433,1.296,35.0,5.574,Milling,Mild Steel,Coated Carbide
2471.0,0.478,0.079,302.0,25.44,Milling,Mild Steel,HSS
2041.0,0.155,2.857,273.0,46.119,Turning,Brass,Carbide
1286.0,0.276,0.276,209.0,49.51,Turning,Cast Iron,HSS
2583.0,0.374,0.427,73.0,0.333,Turning,Brass,HSS
2751.0,0.219,1.556,196.0,23.701,Milling,Cast Iron,Coated Carbide
2981.0,0.235,2.692,199.0,26.302,Milling,Brass,Coated Carbide
2301.0,0.094,2.523,299.0,61.866,Turning,Brass,Coated Carbide
2127.0,0.24,2.942,44.0,18.346,Milling,Brass,HSk
2638.0,0.272,2.563,123.0,11.511,Turning,Cast Iron,HSS
,0.095,2.634,305.0,86.784,Turning,Brass,Carbide
1809.0,0.176,2.248,121.0,17.454,Turning,Brass,Coated Carbide
600.0,0.387,2.146,105.0,28.75,Milling,Cast Iron,Coated Carbide
920.0,0.331,0.745,229.0,88.502,Milling,Mild Steel,HSS
1077.0,0.181,0.179,98.0,46.0,Milling,Mild Steel,Coated Carbide
704.0,0.474,2.268,117.0,29.752,Milling,Mild Steel,Carbide
2427.0,0.244,0.383,59.0,14.787,Milling,Brass,Carbide
673.0,0.389,2.644,248.0,57.64,Turning,Brass,HSS
2298.0,0.163,0.334,104.0,17.489,Turning,Cast Iron,Coated Carbide
2701.0,0.305,1.824,268.0,16.293,Mileing,Brass,Carbide
1938.0,0.109,2.208,228.0,65.37,Turning,Mild Steel,HSS
1663.0,0.198,2.836,131.0,39.35,Turning,Cast Iron,Coated Carbide
1099.0,0.028,1.457,,169.412,Milling,Cast Iron,Coated Carbide
2081.0,0.129,2.305,238.0,81.227,Milling,Brass,HSS
1400.0,0.305,2.498,155.0,34.989,Milling,Mild Steel,Carbide
2103.0,0.224,0.91,175.0,19.539,Turning,Brass,Coated Carbide
939.0,0.411,0.641,145.0,35.557,Milling,Cast Iron,HSS
2080.0,0.175,0.886,192.0,55.213,,Mild Steel,HSS
1867.0,0.166,0.311,206.0,47.19,Turning,Cast Iron,Carbide
1569.0,0.355,2.479,61.0,,Turning,Cast Iron,HSS
713.0,0.152,0.606,32.0,23.788,Turning,Mild Steel,Carbide
840.0,0.368,2.843,152.0,32.363,Milling,Brass,Carbide
834.0,0.278,1.696,181.0,76.762,Milling,Cast Iron,HSS
2978.0,0.091,2.043,299.0,111.136,Milling,Cast Iron,HSS
763.0,0.146,0.363,99.0,60.382,Turning,MildiSteel,HSS
2898.0,0.138,0.732,101.0,,Turning,Mild Steel,HSS
1516.0,0.09,0.359,42.0,21.928,Turning,Cast Iron,Coated Carbide
1658.0,0.168,2.005,198.0,42.074,Milling,Mild Steel,Coated Carbide
,0.37,1.755,94.0,6.733,Milling,Mild Stebl,
927.0,0.332,0.927,263.0,40.795,Turning,Brass,Coated Carbide
734.0,0.361,1.653,255.0,69.811,Milling,Mild Steel,Carbide
2088.0,0.138,2.159,0.0,6.454152342311963,Millinz,Cast Iron,Coated Carbide
2362.0,0.497,1.019,205.0,12.626,Turning,Cast Iron,Coated Carbide
2723.0,0.289,0.353,188.0,14.919,Turning,Mild Steel,HSS
1628.0,0.462,1.242,,13.593,Turning,Cast Iron,Carbidw
898.0,0.261,0.722,136.0,38.215,Milling,Mild Steel,Coated Carbide
682.0,0.352,2.525,168.0,33.863,Turning,Cast Iron,Coated Carbide
1418.0,0.445,,16.0,-1.815,Turning,Brass,Coated Carbide
594.0,0.183,0.858,145.0,93.282,Milling,Mild Steel,Coated Carbide
2252.0,0.36,2.705,203.0,13.462,Turning,Cast Iron,Coated Carbide
1928.0,0.3,3.023,0.0,5.651478613002007,Milling,Cast Iron,Coated Carbide
1167.0,0.149,2.452,128.0,,Turning,Mild Steel,HSS
2571.0,0.366,3.111,67.0,,Milling,Mild Steel,Coated Cjrbide
1051.0,0.316,1.713,113.0,,Milling,Mild Steel,HSS
2337.0,0.222,1.943,150.0,26.317,Milling,Cast Iron,Carbide
874.0,0.412,2.08,273.0,57.31,Milling,Cast Iron,Carbide
2913.0,0.346,1.968,0.0,4.287578989498505,Turning,Brass,HSS
2909.0,0.409,1.416,270.0,14.847,Milling,Brass,HSS
1997.0,0.193,0.3,46.0,-0.76,Milling,Brass,Carbide
2729.0,0.481,1.883,12.0,-1.026,Turning,Mild Steel,HSS
1515.0,0.389,1.231,146.0,18.275,Turning,Brass,Carbide
2153.0,0.279,1.668,97.0,5.708,Tunning,Cast Iron,Coated Carbide
2282.0,0.152,2.444,242.0,26.365,Turning,Brass,Carbide
3085.0,0.347,2.198,227.0,11.445,Turning,Cast Iron,Carbide
576.0,0.301,1.224,276.0,123.602,Turning,Cast Iron,HSS
2262.0,0.289,1.355,90.0,13.86,Milling,Cast Iron,HSS
2375.0,0.369,0.547,215.0,19.378,Turning,Cast Iron,
1799.0,0.221,1.45,114.0,18.939,Turning,Brass,HSS
1571.0,0.364,0.462,254.0,26.686,Turning,Cast Iron,Carbide
2257.0,0.25,1.542,149.0,13.257,Milling,Mild Steel,Coated Carbide
2160.0,0.383,1.076,233.0,,Milling,Mild Steel,Coated Carbide
2040.0,0.459,1.465,195.0,14.557,Milling,Brass,HaS
2766.0,,1.707,292.0,47.158,Milling,Cast Iron,Carbide
2464.0,0.168,1.579,109.0,,Milling,Brass,Coated Carbide
1302.0,0.248,2.09,102.0,26.929,Milling,Mild Steel,HSS
1343.0,0.245,0.942,36.0,0.873,Milling,Bross,Carbide
1128.0,0.482,0.77,24.0,3.287,Turning,Cast Iron,Carbide
2785.0,0.368,1.613,35.0,5.679,Milling,Brass,HSS
781.0,0.354,2.365,35.0,11.118,Milling,Brass,HSS
1231.0,0.178,0.507,0.0,1.058,Milling,Cast Iron,Coated Carbide
,0.314,2.693,158.0,23.832,Milling,Cast Iron,HSS
591.0,0.173,0.328,158.0,153.197,Milling,Cast Iron,HSS
1648.0,0.204,0.753,159.0,35.68,Turning,Cast Iron,Carbide
1112.0,0.078,1.963,,152.133,Milling,Cast Iron,Coated Carbide
2996.0,0.289,2.047,15.0,-8.13,Turning,Mild Steel,Carbide
2825.0,0.327,0.612,261.0,28.402,Turning,Cast Iron,HSS
1211.0,0.223,1.873,107.0,44.873,Milling,Cast Iron,Carbide
2500.0,0.348,0.833,276.0,30.918,Milling,Mild Steel,HSS
2462.0,0.371,2.629,247.0,24.365,Turning,Cast Iron,Carbide
1908.0,0.191,0.642,63.0,9.202,Milling,Cast Iron,Coated Carbide
1099.0,0.36,0.635,57.0,,Turning,Mild Steel,HSS
908.0,0.225,1.074,167.0,46.624,Turning,Mild Steel,Carbide
1438.0,0.154,2.092,,31.018,Turning,Brass,HSS
1843.0,0.271,1.523,217.0,19.826,Turning,Brass,Carbide
2317.0,0.345,0.412,23.0,-5.107,Turning,Mild Steel,Coated Carbide
2536.0,0.151,0.491,32.0,3.329,Milling,Brass,Coated Carbide
1597.0,0.164,0.487,193.0,39.557,Turniig,Cast Iron,Coated Carbide
852.0,0.484,,72.0,13.334,Milling,Mild Steel,HSS
1569.0,0.118,1.816,247.0,56.321,Turning,Brass,Coated Carbide
1941.0,0.428,2.658,220.0,32.66,Turning,Cast Iron,HSS
2300.0,0.359,2.913,17.0,0.165,Milling,Cast Iron,Carbide
1027.0,0.093,1.841,164.0,121.871,Turning,Cast Iron,Ctrbide
2332.0,0.478,0.924,24.0,-3.374,Milling,Brass,Carbide
2661.0,0.092,0.983,258.0,78.4,Milling,Mild Steel,Carbide
1899.0,0.378,1.216,158.0,11.459,Turning,Mild Steel,Coated Carbide
1178.0,0.444,0.806,15.0,-2.879,,Brass,Coated Carbide
765.0,0.389,,116.0,22.829,Milling,Brass,HSS
689.0,0.388,,158.0,61.05,Milling,Cast Iron,HSS
601.0,0.451,1.458,11.0,6.285,Turning,Brass,Carbide
1767.0,0.093,1.207,144.0,64.689,Turning,Cast Iron,Coated Carbide
2094.0,0.249,1.938,96.0,10.64,Milling,Mild Steel,Carbide
2411.0,0.405,2.675,108.0,8.138,Milling,Cast Iron,Coated Carbide
806.0,0.409,1.681,189.0,51.27,Milling,Mild Steel,Carbide
2231.0,0.415,0.613,79.0,8.033,Turning,Mild Steel,Carbide
2917.0,0.256,2.022,152.0,15.629,Turning,Brass,Carbide
2556.0,0.379,1.169,37.0,4.41,Milling,Cast Iron,Coated Carbide
775.0,0.359,2.96,165.0,46.386,Turning,Mild Steel,HSS
950.0,0.486,0.653,189.0,24.19,Turning,Brass,Coated Carbide
1694.0,0.141,2.737,52.0,12.169,Milling,Brass,Coated Carbide
2276.0,0.396,,83.0,16.014,Milling,Cast Iron,HSS
484.0,0.174,0.352,81.0,53.091,,,Coated Carbide
12134.083607541612,,2.565,203.0,,Milling,Cast Iron,Carbide
1393.0,0.228,0.171,213.0,32.218,Turning,Mild Steel,Coated Carbide
1736.0,0.066,1.973,68.0,33.111,Milling,Brass,Carbide
2205.0,0.158,1.258,201.0,26.7,Turning,Brass,Coated Carbide
1487.0,0.199,0.2,163.0,36.478,Milling,Brass,HSS
1188.0,0.272,1.303,244.0,37.028,Turning,Brass,Carbide
1391.0,0.129,1.192,324.0,174.576,Milling,Mild Steel,HSS
2363.0,0.105,1.876,187.0,52.471,Milling,Mild Steel,Coated Carbide
2871.0,0.426,1.497,262.0,14.221,Turnigg,Brass,HSS
1797.0,0.474,1.644,226.0,12.097,Turning,Mild Steel,Coated Carbide
2095.0,0.252,1.254,185.0,19.894,Turning,Mild Steel,Coated Carbide
996.0,0.445,1.912,207.0,44.162,Turning,Mild Steel,HSS
2625.0,0.379,2.465,249.0,12.114,Turning,Brass,HSS
1824.0,0.146,0.428,243.0,52.203,Milling,Cast Iron,Coated Carbide
2347.0,0.13,1.166,213.0,35.584,Turning,Mild Steel,Coated Carbide
728.0,0.287,2.498,136.0,55.105,Turning,Mild Steel,HSS
499.0,0.44,0.612,204.0,51.507,Turning,Cast Iron,Carbide
2821.0,0.263,0.533,160.0,6.832,Turning,Mjld Steel,Coated Carbide
2442.0,0.39,1.553,0.0,7.3884057399217085,Milling,Mild Steel,Coated Carbide
2523.0,0.276,0.66,252.0,22.624,Milling,Mild Steel,Coated Carbide
2687.0,0.332,2.023,36.0,3.491,Turning,Brass,Carbide
1598.0,0.147,2.88,240.0,65.274,Turning,Cast Iron,HSS
2722.0,0.275,0.805,116.0,13.977,Milling,Brasi,Coated Carbide
1972.0,0.317,1.527,16.0,-2.823,Turning,Cast Iron,Coated Carbide
2349.0,0.13,2.448,,51.069,Milling,Mild Steel,Carbide
2003.0,0.188,0.34,34.0,16.006,Turning,Mild Steel,HSS
834.0,0.432,1.349,174.0,25.064,Turning,Brass,HSS
1136.0,0.172,0.906,220.0,80.579,Turning,Cast Iron,Carbide
1525.0,0.441,0.874,22.0,-5.124,Milling,Mild Steel,Coated Carbide
1391.0,0.082,0.54,218.0,95.969,Turning,Mild Steel,Carbide
1462.0,0.099,0.892,223.0,130.799,Turning,Cast Iron,HSS
881.0,0.324,2.547,70.0,18.072,Turning,Brass,Carbide
2479.0,0.37,2.86,27.0,-3.141,Milling,Mild Steel,HSS
1602.0,0.5,1.263,63.0,9.666,Turning,Cast Iron,HSS
2168.0,0.326,0.148,187.0,33.15,Milling,Cast Iron,Carbide
2766.0,0.334,0.424,90.0,12.713,Turning,Cast Iron,HSS
2609.0,0.214,1.935,16.0,8.78,Milling,Brass,mSS
2760.0,0.392,2.877,160.0,3.708,Turning,Brass,Coated Carbide
551.0,0.154,0.346,177.0,123.498,Turning,Bqass,HSS
936.0,0.454,2.151,156.0,22.597,Turning,Cast Iron,Carbide
982.0,0.219,1.512,297.0,44.697,Turning,Brass,
1821.0,0.168,0.742,107.0,,Milling,Mild Steel,Coated Carbide
2318.0,0.31,1.688,75.0,10.893,Milling,Brass,Carbide
1939.0,0.289,0.869,295.0,32.266,Milling,Brass,Carbide
877.0,,1.63,282.0,,Turning,Mild Steel,Coated Carbide
1575.0,0.213,2.214,198.0,32.337,Turning,Brass,Coated Carbide
2548.0,0.133,0.242,96.0,23.125,Milling,Mild Steel,Carbide
2416.0,0.111,1.234,140.0,35.218,Turning,Brass,HSS
2216.0,0.214,2.594,,18.471,Turning,Brass,Coated Carbide
1864.0,0.332,2.819,42.0,5.326,Milling,Mild Steel,HSS
1779.0,0.286,2.689,12.0,14.858,Turning,Cast Iron,Coated Carbide
,0.18,2.149,103.0,58.363,Turning,Mild Steel,HSS
947.0,0.105,1.426,170.0,114.698,Milling,Mild Steel,Coated Carbide
2421.0,0.406,3.049,217.0,11.968,Turning,Mild Steel,Carbide
2396.0,0.256,1.481,138.0,8.877,Turning,Brass,Carbide
1510.0,0.059,0.259,159.0,131.739,Turning,Mild Steel,HSS
595.0,0.044,0.481,70.0,146.488,Milling,Brass,HSS
2548.0,0.282,0.558,44.0,3.493,Milling,Mild Steel,Coated Carbide
1415.0,0.202,2.936,103.0,16.546,Turning,Mild Steel,HSS
877.0,0.132,2.542,,20.801,Turning,Mild Steel,HSS
2013.0,0.12,0.775,301.0,91.403,Turning,Cast Iron,Carbide
2221.0,0.365,1.187,110.0,7.413,Milling,Cast Iron,HSS
2875.0,0.238,2.514,182.0,2.688,Turning,Brass,HSS
1353.0,0.358,2.714,235.0,33.25,Turning,Mild Steel,Carbide
1001.0,0.181,2.272,225.0,90.35,Milling,Cast Iron,Carbide
1638.0,0.305,0.516,51.0,14.081,Turning,Mild Steel,Carbide
2541.0,,0.911,,44.54,Milling,Cast Iron,Carbide
1716.0,0.144,0.503,216.0,64.531,Turning,Cast Iron,Carbide
1872.0,0.227,0.576,76.0,,Turning,Brass,Coated Carbide
1963.0,0.249,1.426,,6.859,Turning,Cast Iron,Coated Carbide
1673.0,0.397,2.201,196.0,29.429,Milling,Mild Steel,HSS
2760.0,0.224,0.895,207.0,22.74,Milling,Cast Iron,Coated Carbide
1728.0,0.369,1.795,284.0,17.513,Turning,Mild Steel,Coated Carbide
2608.0,0.065,0.534,14.0,4.251,Milling,Cast Iron,Coated Carbide
,0.405,0.657,192.0,31.786,Milling,Brass,Carbide
2521.0,0.265,0.827,105.0,8.658,Milling,Mild Steel,HSS
3125.0,0.208,0.708,162.0,25.175,Milling,,Coated Carbide
837.0,0.209,2.979,17.0,1.343,Turning,fast Iron,Carbide
2049.0,0.181,2.383,66.0,14.53,Turning,Mild Steel,HSS
2472.0,0.259,0.405,34.0,3.598,Turning,Cast Iron,Coated Carbide
2608.0,0.484,1.871,164.0,,Milling,Mild Steel,Carbide
2234.0,0.054,1.069,196.0,114.418,Milling,Mild Steel,Coatpd Carbide
1558.0,0.359,2.278,271.0,45.125,Milling,Mild Steel,HSS
2990.0,0.222,2.841,70.0,7.335,Milling,Brass,HSS
1756.0,0.409,0.371,95.0,21.517,Milling,Mild Steel,HSS
2364.0,0.062,1.903,164.0,91.935,Milling,Cast Iron,Coated Carbide
2088.0,0.36,2.287,177.0,10.953,Turning,Brass,HSS
1345.0,0.042,2.812,240.0,171.478,Turning,Cast Iron,Coated Carbide
13897.808644019995,0.448,1.422,115.0,5.883,Turning,Brass,HSS
1093.0,0.087,2.181,139.0,101.724,Turning,Mild Steel,Carbide
1745.0,0.187,1.532,204.0,41.118,Turning,Cast Iron,HSS
1770.0,0.402,1.408,140.0,13.731,Milling,Brass,HSS
2017.0,0.104,2.58,219.0,60.654,Turning,Mild Steel,Carbide
,0.325,0.373,183.0,26.826,Turning,Cast Iron,HSS
1502.0,0.222,1.933,118.0,24.66,Milling,Brass,
1285.0,0.428,1.966,24.0,15.601,Milling,Mild Steel,Coated Carbide
2605.0,0.081,1.632,77.0,22.844,Turning,Mild Steel,Coated Carbide
1625.0,0.385,0.59,106.0,12.384,Millkng,Brass,Carbide
2770.0,0.124,0.613,78.0,22.561,Turning,Cast Iron,HSS
1967.0,0.199,0.245,79.0,,Mxlling,Mild Steel,Carbide
1187.0,0.234,1.511,271.0,76.288,Turning,Cast Iron,HSS
1627.0,0.272,0.587,75.0,7.358,Milling,Mild Steel,Coated Carbide
1190.0,0.24,1.611,190.0,45.901,Turning,Mild Steel,HSS
1506.0,0.429,0.986,,6.427,,Brass,Coated Carbide
873.0,0.287,0.849,0.0,8.105621073756403,Milling,Mild Steel,Coated Carbide
1547.0,0.488,1.805,65.0,5.096,Turning,Mild Steel,Coated Carbide
569.0,0.103,1.739,151.0,187.638,Milling,Mild Steel,Carbide
1644.0,0.428,0.339,118.0,14.742,Turning,Cast Iron,
1678.0,0.42,2.819,251.0,16.479,Milling,Brass,Coated Carbide
2053.0,0.166,0.341,96.0,14.373,Turning,Brass,Carbide
16180.849503360569,0.081,1.512,36.0,17.301,Milling,Cast Iron,HSS
607.0,0.082,1.099,88.0,107.143,Miwling,,Coated Carbide
1871.0,0.115,1.393,65.0,24.39,Turning,Mild Steel,Carbide
766.0,0.222,3.121,209.0,,Milling,Cast Iron,Carbide
1171.0,0.439,1.503,56.0,6.701,Milling,Mild Steel,Carbide
14746.000508195993,0.39,2.517,284.0,21.041,Turning,Mild Steel,Carbide
981.0,0.262,1.002,186.0,40.546,Turning,Brass,Coated Carbide
2101.0,,1.603,154.0,13.065,Turning,Mild Steel,Carbide
2577.0,0.439,1.19,111.0,7.024,Milling,Cast Iron,Carbide
2260.0,0.151,2.368,168.0,36.277,Milling,Brass,HSS
2599.0,0.259,2.079,112.0,25.726,Milling,Cast Iron,HSS
1510.0,0.322,1.15,211.0,31.873,Twrning,Cast Iron,HSc
797.0,0.069,0.358,54.0,52.963,Milling,Brass,HSS
1857.0,0.205,2.837,111.0,15.809,Turning,Cast Iron,Coated Carbide
1194.0,0.317,0.881,54.0,15.543,Milling,Brass,Carbyde
941.0,0.299,0.08,151.0,38.14,Turning,Mild Steel,Carbide
2934.0,0.434,2.144,128.0,13.584,Milling,Cast Iron,HSS
2238.0,,2.315,171.0,24.85,Milling,Mild Steel,Coated Carbide
1817.0,0.399,2.088,57.0,7.544,Milling,Brass,Carbide
647.0,0.054,1.499,39.0,38.754,Milling,Brass,Coated Carbide
1805.0,0.21,1.429,183.0,35.974,Milling,Mild Steel,Coated Carbide
1236.0,0.459,2.174,189.0,31.793,Milling,Mild Steel,HSS
2430.0,0.147,1.681,159.0,,Turning,Mild Steel,HSS
745.0,0.408,1.394,238.0,36.66,Turning,Iron,Coated Carbide
717.0,,2.418,251.0,,Milling,Cast Iron,Coated Carbide
929.0,0.266,2.456,228.0,60.086,Turning,Mild Stnel,Carbide
1560.0,0.179,,94.0,24.056,Turning,Mild Steel,HSS
1283.0,0.065,2.241,100.0,88.123,Milling,Mild Steel,Coated Carbide
2837.0,0.414,2.463,15.0,4.109,Turning,mrass,HSS
19094.65975681626,0.218,2.334,119.0,37.779,Milling,Cast Iron,Carbide
2298.0,0.262,0.673,293.0,27.028,Milling,Brass,HSS
1033.0,0.048,1.148,237.0,354.952,Milling,Cast Iron,HSS
1323.0,0.364,1.634,44.0,10.189,Turning,Cast Iron,HSS
780.0,0.474,1.952,239.0,49.058,xilling,Cast Iron,Carbide
1211.0,,1.412,185.0,47.457,Turning,Mild Steel,HSS
1857.0,0.106,,33.0,8.754,Turning,Mild Steel,Coated Carbide
1922.0,0.184,,221.0,60.442,Milling,Cast Iron,HSS
12288.765048882398,0.283,0.889,239.0,37.457,Milling,Cast Iron,Carbide
973.0,0.192,1.1,139.0,,Milling,Cast Irfn,Carbide
2045.0,0.509,0.433,285.0,15.158,Milling,Brass,HSS
2158.0,0.189,0.3,66.0,4.73,Milling,Mild Steel,Coated Carbide
1664.0,0.186,0.585,210.0,44.719,Turning,Cast Iron,HSS
3072.0,0.465,1.322,217.0,3.761,burning,Cast Iron,Coated Carbide
1325.0,0.166,1.976,139.0,29.143,Turning,Brass,Coated Carbide
2470.0,0.287,2.88,153.0,12.586,Turning,Cast Iron,Coated Carbide
1628.0,0.142,1.679,45.0,25.302,Milling,Cast Iron,HSS
2824.0,0.498,0.871,46.0,10.372,Milling,Cast Iron,Coated Carbide
2950.0,0.062,2.659,24.0,3.28,Milling,Brass,HSS
1477.0,0.217,2.592,29.0,2.218,Turning,Brass,Carbide
1461.0,0.441,0.455,294.0,27.172,Milling,Brass,Carbide
1672.0,0.464,2.639,105.0,13.761,Turning,Mild Steel,Carbide
2538.0,0.272,2.275,183.0,28.026,Milling,Cast Iron,Coated Carbide
2118.0,0.277,0.222,283.0,42.297,Milling,Mild Steel,HSS
1272.0,0.497,0.662,161.0,30.504,Milling,Mild Steel,HSS
1683.0,0.433,1.306,285.0,19.859,Turning,Mild Steel,Carbide
2923.0,0.08,2.399,223.0,61.423,Turning,Cast Iron,Coated Carbide
1871.0,0.204,1.895,48.0,18.472,Turning,Brass,Carbide
843.0,0.298,2.762,161.0,50.547,Turning,Cast Iron,HSS
2124.0,0.094,0.585,224.0,69.378,Turning,Mild Steel,Carbide
720.0,0.489,0.345,,15.621,Milling,Brass,Coated Carbide
2174.0,0.392,2.55,288.0,13.919,Milling,Brass,
,0.156,0.277,259.0,100.308,Milling,Cast Iron,Carbide
2375.0,0.202,1.605,123.0,25.349,Milling,Brass,HSS
1641.0,0.448,2.962,228.0,34.011,Milling,Cast Iron,Carbide
2246.0,0.371,0.862,222.0,23.573,Milling,Brass,HSS
541.0,0.159,2.229,88.0,80.037,Milling,Cast Iron,HaS
2511.0,0.28,0.598,17.0,4.132,Milling,Cast Iron,HqS
2773.0,0.39,1.944,39.0,5.691,Milling,Cast Iron,Carbide
1327.0,0.3,1.052,0.0,8.367098092154764,,Cast Iron,Carbide
1603.0,0.449,1.825,70.0,11.37,Turning,Cast Iron,Coated Carbide
2560.0,0.171,1.201,25.0,6.42,Milling,Mild Steel,HSS
984.0,0.398,2.549,33.0,5.606,Turning,Brass,Coated Carbide
1409.0,0.19,2.977,31.0,11.126,Milling,Brass,Carbide
2593.0,0.308,2.375,201.0,12.208,Milling,Brass,Carbide
905.0,,1.586,129.0,22.589,lurning,Cast Iron,Coated Carbide
928.0,0.386,0.494,258.0,41.201,Turning,Cast Iron,Coated Carbide
676.0,0.359,2.18,198.0,69.144,Milling,Brass,HSS
1876.0,0.066,2.411,179.0,87.345,Turning,Brass,Carbide
844.0,0.247,0.577,130.0,32.456,Turning,Cast Iron,Carbide
2846.0,0.182,0.382,11.0,-3.64,Milling,Brass,Carbide
1153.0,0.168,0.244,219.0,117.872,Milling,Cast Iron,nSS
2564.0,0.384,2.971,162.0,15.463,Turning,Cast Iron,Carbide
2135.0,0.191,1.797,99.0,11.895,Turning,Mild Steel,HSS
2034.0,0.234,2.031,235.0,,Turning,Brass,HSS
3045.0,0.267,1.014,52.0,17.26,Milling,Mild Steel,HSS
1959.0,0.094,0.78,191.0,65.421,Milling,,HSS
1283.0,0.315,2.771,204.0,26.082,Turning,Brass,Carbide
